date,PE,Amazonas,Ancash,Apurimac,Arequipa,Ayacucho,Cajamarca,Callao Region,Cusco,Huancavelica,Huanuco,Ica,Junin,La Libertad,Lambayeque,Lima Region,Loreto,Madre de Dios,Metropolitan Municipality of Lima,Moquegua,Pasco,Piura,Puno,San Martin,Tacna,Tumbes,Ucayali
2020-02-15,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,-2,-1,0,-1,0,0,-1,-1,0,-1,1,-1,-1,0,-1
2020-02-16,0,0,0,0,-1,1,1,0,2,0,2,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2020-02-17,0,0,0,2,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1
2020-02-18,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,-1,2
2020-02-19,1,0,1,1,1,1,0,1,0,0,1,2,1,1,1,1,1,-1,1,0,0,0,1,1,1,1,1
2020-02-20,0,0,0,1,1,0,-1,0,-1,0,0,1,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,1
2020-02-21,1,0,0,2,4,0,-2,0,2,0,1,1,1,0,0,0,-1,7,0,3,0,0,4,-1,5,1,0
2020-02-22,0,0,-1,1,0,-2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,-1,5
2020-02-23,0,0,-1,0,-1,-5,-2,0,0,0,1,0,-2,0,0,0,3,0,0,3,0,0,-3,-1,2,0,1
2020-02-24,0,0,-1,2,2,0,-1,1,0,0,-1,1,0,0,0,1,1,1,0,2,0,1,-1,1,1,1,0
2020-02-25,0,0,1,0,3,-1,-2,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,-1,0
2020-02-26,0,0,0,1,2,0,-1,0,0,0,1,1,1,0,0,0,0,1,0,-1,0,-1,-2,0,1,0,0
2020-02-27,0,0,0,1,1,2,0,0,1,0,1,1,1,1,0,1,0,0,0,-1,0,0,-1,0,1,0,4
2020-02-28,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,-2,0,1,0,1
2020-02-29,-1,0,0,0,0,2,-1,-1,0,0,0,0,0,-1,-1,-1,-3,0,-1,0,0,-1,-2,-1,0,-1,1
2020-03-01,0,0,0,0,0,2,1,0,1,0,2,0,0,0,1,0,0,0,-1,0,0,0,-2,3,0,0,5
2020-03-02,0,0,0,1,0,-1,0,0,-1,0,-1,1,0,0,0,0,-2,-1,0,1,0,0,-1,-1,0,-1,-1
2020-03-03,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,1,-1,-1
2020-03-04,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,-1,-1,0,0,0,0,0,1,1,0,0
2020-03-05,0,0,0,2,1,2,0,0,-1,0,-1,2,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,1
2020-03-06,0,0,0,1,1,1,1,0,-1,0,0,2,0,0,1,0,-2,0,0,0,0,1,2,0,1,0,2
2020-03-07,0,0,0,1,1,2,1,1,1,0,1,2,1,1,1,1,-1,0,0,0,0,1,3,-1,1,3,0
2020-03-08,1,0,0,0,2,1,1,1,2,0,1,2,1,1,1,1,0,0,1,0,0,-1,1,-1,1,0,-6
2020-03-09,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,1,-1,0,1,0,2
2020-03-10,0,0,0,1,1,2,0,0,0,0,0,2,0,1,1,0,0,-1,0,1,0,1,7,-1,1,-1,0
2020-03-11,1,0,1,1,2,1,0,1,0,0,3,3,0,1,1,1,0,0,1,1,0,1,8,0,1,1,0
2020-03-12,3,0,1,3,4,3,2,3,0,0,2,3,2,2,2,3,0,1,3,2,0,2,0,1,3,2,1
2020-03-13,4,0,2,3,7,3,3,4,4,0,4,8,3,2,3,3,0,0,4,3,0,2,3,0,4,2,2
2020-03-14,4,0,2,5,7,5,3,4,5,0,5,5,4,3,3,4,1,0,5,4,0,3,4,2,5,4,1
2020-03-15,5,0,4,0,6,5,3,6,5,0,5,5,4,4,4,4,-1,0,6,4,0,5,3,3,4,0,4
2020-03-16,19,0,11,9,15,9,10,23,15,0,10,14,13,14,13,11,10,0,25,11,0,13,5,8,15,10,10
2020-03-17,35,0,27,0,33,27,27,37,34,0,25,29,30,28,29,26,24,0,39,31,0,26,29,26,32,0,26
2020-03-18,38,0,30,0,35,30,29,40,37,0,29,32,33,31,32,29,27,0,42,32,0,29,32,29,34,0,27
2020-03-19,40,0,31,0,37,32,31,42,38,0,30,33,35,34,33,31,30,0,45,0,0,31,36,30,36,0,30
2020-03-20,42,0,33,0,41,34,34,44,42,0,33,35,37,35,35,32,30,0,47,0,0,33,38,32,38,0,31
2020-03-21,36,0,30,0,36,32,30,36,38,0,30,33,36,33,32,31,27,0,38,0,0,30,35,30,35,0,32
2020-03-22,29,0,26,0,29,0,27,27,30,0,0,28,30,27,26,26,23,0,29,0,0,27,27,26,28,0,0
2020-03-23,40,0,33,0,38,32,33,41,40,0,32,35,38,35,34,32,30,0,44,0,0,34,34,32,36,0,29
2020-03-24,40,0,32,0,38,32,32,41,39,0,30,33,35,34,33,30,29,0,44,0,0,32,33,31,36,0,27
2020-03-25,40,0,32,0,38,32,32,42,39,0,31,34,36,34,34,31,29,0,44,0,0,32,33,30,35,0,28
2020-03-26,40,0,32,0,38,31,32,41,39,0,30,33,36,34,33,31,28,0,44,0,0,32,34,30,36,0,28
2020-03-27,41,0,33,0,40,32,34,43,40,0,32,34,37,36,35,32,29,0,46,0,0,33,34,30,37,0,29
2020-03-28,35,0,30,0,35,30,31,35,38,0,29,32,35,33,32,30,28,0,37,0,0,30,31,29,34,0,27
2020-03-29,29,0,27,0,29,0,28,27,31,0,26,28,30,28,27,27,25,0,29,0,0,28,26,28,29,0,22
2020-03-30,38,0,31,0,36,32,32,39,39,0,30,32,36,34,33,30,30,0,42,34,0,32,32,30,36,0,27
2020-03-31,38,0,30,0,36,32,30,39,37,0,29,31,33,33,33,29,29,0,42,33,0,31,31,29,36,0,27
2020-04-01,39,0,31,0,37,33,31,41,38,0,31,32,36,34,33,29,32,0,44,34,0,31,31,31,37,0,28
2020-04-02,40,0,31,0,38,32,31,41,39,0,29,33,35,34,33,30,30,0,44,30,0,31,33,30,37,0,27
2020-04-03,41,0,33,0,40,35,35,42,41,0,32,34,36,36,34,32,31,0,45,0,0,33,36,32,40,0,32
2020-04-04,36,0,31,0,37,0,32,35,41,0,31,34,35,35,34,31,30,0,38,0,0,32,35,32,36,0,30
2020-04-05,34,0,32,0,35,0,35,31,38,0,0,36,36,33,32,35,0,0,33,0,0,33,38,0,0,0,0
2020-04-06,39,0,31,0,37,32,33,40,39,0,31,33,34,35,33,31,32,0,42,0,0,32,32,31,36,0,30
2020-04-07,39,0,31,0,37,33,33,40,38,0,31,33,35,35,34,30,31,0,43,0,0,32,33,30,36,0,31
2020-04-08,36,0,29,0,34,30,29,38,34,0,27,30,31,32,31,27,29,0,41,33,0,28,27,28,32,0,28
2020-04-09,48,0,41,0,47,0,40,49,48,0,0,44,44,43,42,42,39,0,52,0,0,40,46,40,0,0,0
2020-04-10,51,0,43,0,51,0,44,52,51,0,0,47,47,45,44,45,0,0,54,0,0,44,48,43,0,0,0
2020-04-11,34,0,30,0,35,31,30,34,37,0,29,32,33,33,32,29,31,0,37,0,0,30,31,28,34,0,28
