date,US,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-02-15,2,2,3,2,2,1,3,-4,2,-2,0,1,2,3,3,4,13,0,4,6,-3,0,-4,0,2,6,4,2,5,2,-2,-3,8,-4,-1,-2,0,2,-3,-1,-4,3,6,4,3,3,2,2,-1,-3,6,3
2020-02-16,1,-2,5,3,4,0,5,-5,2,-1,1,-5,3,3,2,3,18,3,0,3,8,0,-4,4,2,1,7,2,8,3,0,-4,9,-3,-3,0,1,1,3,1,-4,-1,11,1,3,3,11,0,3,1,6,2
2020-02-17,0,0,-2,1,-2,1,2,1,2,-12,1,1,-4,4,-3,-3,5,0,-2,0,5,-1,-2,-2,-1,2,2,1,1,0,8,1,6,-2,2,-3,-2,-1,2,-1,-3,2,0,-2,2,8,9,2,2,-2,-2,2
2020-02-18,-1,-3,-2,2,-4,0,-4,-5,0,-2,2,-5,-2,3,-1,-1,6,-1,-3,2,-7,0,-10,-4,-1,0,-2,-1,2,1,-11,0,6,-5,0,-4,-1,-1,2,-2,-7,-1,1,-3,-1,5,-4,2,2,-1,0,4
2020-02-19,0,1,-2,2,1,0,-4,-1,0,-3,0,0,-2,3,-1,0,6,3,1,0,-1,0,-3,0,-2,1,1,1,-3,1,2,0,4,-2,4,-4,0,3,3,0,-2,0,-1,3,0,6,2,2,3,-3,0,0
2020-02-20,0,-6,3,2,0,1,2,-1,1,-6,1,-7,1,3,0,-1,5,-7,-1,-1,2,0,-2,-1,-2,-4,0,1,-1,1,2,-1,4,-3,5,-1,0,0,4,-1,-4,-5,3,-3,-2,6,2,3,3,-3,-1,5
2020-02-21,-2,0,-2,1,0,0,3,-5,-2,-11,-1,-1,-1,2,0,-2,6,-4,2,5,-4,-3,-6,-5,3,0,-2,1,3,2,-3,-3,6,-5,-14,-2,-2,-3,1,-2,-7,-2,6,-2,0,9,1,-7,-1,-7,0,7
2020-02-22,3,4,3,-4,2,0,7,-1,4,4,0,0,1,6,9,7,14,1,9,9,-3,3,-2,4,5,5,10,6,6,-3,-3,1,3,0,-4,4,4,2,3,3,-4,1,9,4,1,7,0,2,0,0,9,9
2020-02-23,3,2,4,1,-1,1,-2,0,5,2,2,1,0,7,9,6,22,2,5,11,10,4,1,6,8,2,8,5,6,4,-2,2,1,2,-3,7,3,-2,2,5,-2,1,17,1,1,13,7,3,0,4,10,8
2020-02-24,1,-3,1,1,0,0,0,2,1,-7,1,-4,-1,5,6,-2,11,-2,-1,8,4,-1,0,0,3,0,0,0,6,3,-2,0,5,0,-3,-3,-1,-1,1,0,-2,-2,6,-4,1,8,3,0,-1,-1,5,4
2020-02-25,1,3,-1,2,1,1,-4,-1,-3,-6,1,2,0,5,-1,2,3,-4,5,7,0,-3,-3,3,2,3,0,1,-3,3,-3,-3,3,-2,0,-3,0,1,4,-1,-3,1,-4,3,2,9,0,1,1,2,-1,2
2020-02-26,2,5,6,4,5,3,5,1,2,-3,1,3,2,8,-1,-3,10,7,7,10,9,1,0,-9,2,8,2,3,6,6,1,1,9,3,1,0,2,7,6,4,-1,2,10,5,6,10,1,4,4,3,1,9
2020-02-27,3,6,6,4,7,3,6,1,3,-6,6,5,4,8,4,3,3,0,6,8,-11,0,0,-3,1,7,4,3,2,5,-7,1,10,-2,3,-1,0,9,5,-1,-3,5,8,5,6,12,-7,4,4,-3,1,7
2020-02-28,3,6,5,5,9,4,7,0,3,-3,4,4,2,7,4,2,11,3,9,8,1,0,1,-2,3,8,4,6,9,4,-2,1,14,0,4,0,1,7,4,2,-1,5,13,4,8,14,0,4,2,0,0,12
2020-02-29,7,10,9,6,11,4,8,0,4,-2,4,6,1,9,11,11,18,9,13,8,-1,3,0,6,6,12,12,8,11,6,-2,2,13,1,3,11,5,12,5,3,-2,8,18,9,8,12,-3,6,7,3,9,13
2020-03-01,9,10,14,7,12,3,9,5,7,2,7,7,2,15,15,12,29,13,16,12,12,6,4,10,11,14,15,10,13,4,3,4,15,5,5,9,10,17,9,8,7,8,21,11,9,8,11,9,10,13,12,3
2020-03-02,6,4,6,4,7,6,5,8,4,-2,7,3,1,11,8,4,13,5,6,7,5,2,5,4,4,9,8,5,8,7,3,5,13,5,6,1,3,7,7,4,7,6,11,4,7,16,4,5,8,4,5,8
2020-03-03,10,15,9,8,15,9,11,10,6,3,10,11,5,15,10,11,15,9,16,15,10,6,6,7,7,16,12,9,10,11,6,6,15,6,9,4,8,14,12,5,6,8,11,12,10,16,10,10,11,12,5,14
2020-03-04,6,0,8,8,9,6,8,8,4,5,6,0,1,13,10,7,17,11,13,4,3,5,3,5,5,4,10,7,11,9,2,7,13,8,5,1,7,10,9,7,3,3,10,11,5,16,4,8,9,6,5,12
2020-03-05,7,6,7,6,12,7,10,8,5,1,5,0,6,14,8,9,6,4,12,11,7,4,7,4,1,10,8,11,6,10,7,9,13,9,4,1,8,13,8,7,3,-2,5,10,8,16,7,6,7,8,2,12
2020-03-06,3,4,4,6,8,5,10,1,-3,-2,3,3,1,8,5,0,15,3,5,7,0,0,2,-5,6,5,3,7,9,7,-1,0,12,0,2,0,-3,4,2,0,-3,5,11,4,7,15,1,1,2,-5,2,12
2020-03-07,8,8,10,5,10,4,13,6,7,3,3,5,4,9,14,13,22,7,16,8,-1,6,3,8,9,10,14,8,12,5,2,9,14,8,4,8,7,11,3,6,-1,7,15,10,7,13,0,8,1,3,11,15
2020-03-08,7,8,8,4,13,3,12,3,8,5,3,4,2,14,14,12,28,9,13,13,11,6,5,11,12,9,16,7,13,7,3,6,9,7,4,4,9,5,5,9,-1,7,18,11,4,15,11,8,2,11,13,10
2020-03-09,6,8,4,4,4,6,11,8,5,5,5,8,1,11,3,6,10,2,11,7,7,5,7,4,3,8,5,7,5,8,6,8,15,8,7,2,7,7,6,7,3,8,9,7,5,14,9,8,3,7,1,16
2020-03-10,7,8,6,3,11,4,11,9,6,3,6,8,0,14,10,6,16,6,10,12,4,5,7,5,4,11,11,7,6,7,6,10,14,7,7,6,6,12,8,5,2,9,20,8,6,14,3,8,5,5,6,15
2020-03-11,10,8,9,6,14,9,14,12,7,3,7,7,1,13,13,9,22,15,17,14,11,6,13,14,7,10,13,9,14,11,9,12,21,11,7,10,11,15,9,10,5,7,25,11,14,19,5,9,9,5,7,16
2020-03-12,23,22,19,15,33,13,27,34,18,11,17,24,5,23,32,23,22,22,21,25,28,19,32,28,14,24,24,16,23,13,30,25,37,27,18,20,32,27,17,21,24,15,25,24,26,47,14,20,15,17,19,26
2020-03-13,26,32,19,20,25,31,27,30,18,14,22,33,9,33,43,27,33,26,27,36,17,19,30,29,20,21,24,20,32,24,31,27,39,28,24,19,21,14,20,22,34,22,36,23,31,44,14,22,17,19,25,29
2020-03-14,18,28,19,18,11,23,18,16,11,5,16,17,6,26,31,15,18,16,16,21,19,11,16,13,15,21,18,13,5,22,20,16,24,21,17,15,11,13,7,13,20,18,7,19,14,23,11,14,8,13,23,20
2020-03-15,12,16,14,16,14,11,12,4,6,-7,9,8,5,26,25,12,30,10,12,16,26,2,5,10,19,17,17,10,10,21,10,6,16,14,13,13,17,9,4,8,6,23,12,13,7,24,14,5,5,11,13,17
2020-03-16,21,24,20,22,13,21,22,26,15,-1,14,18,7,31,30,26,48,21,24,24,24,16,16,24,20,25,30,29,29,28,28,18,25,24,21,26,26,21,17,18,20,24,21,20,17,30,18,14,19,16,19,33
2020-03-17,14,17,8,20,10,11,14,8,4,-6,14,13,1,22,17,16,34,22,17,18,7,4,0,10,15,21,22,16,17,21,17,4,22,13,19,21,11,18,12,2,5,17,22,17,15,22,5,10,8,14,14,27
2020-03-18,8,13,8,6,8,4,10,6,1,-13,7,7,0,17,8,7,17,24,13,12,9,0,1,4,2,17,20,5,14,12,15,1,19,10,9,18,5,18,8,-2,3,11,18,14,14,20,-4,5,5,10,3,21
2020-03-19,7,15,4,7,10,3,-12,2,0,-11,6,10,-2,13,16,15,4,14,12,15,0,1,-3,9,-6,18,13,2,0,-2,6,-3,17,2,10,11,8,10,6,-1,-1,10,4,14,12,8,-8,5,3,10,-3,4
2020-03-20,5,10,3,6,12,-3,-4,12,1,-10,6,8,-5,12,26,9,10,15,7,8,-4,1,11,2,4,10,13,6,4,-3,13,4,15,8,10,10,0,6,4,-1,10,10,8,9,9,10,-12,3,3,1,3,7
2020-03-21,-2,5,-1,-1,2,-13,-5,1,-7,-14,-3,4,-14,5,3,3,6,6,2,-2,-9,-4,-5,-5,-9,8,11,1,0,-13,-2,-1,3,0,2,-4,-7,2,-4,-11,0,4,7,9,-3,-1,-19,-4,-9,5,-4,4
2020-03-22,-13,-7,-4,-10,-11,-22,-10,-15,-13,-24,-12,-10,-16,1,-34,-15,-7,0,-9,-1,-8,-15,-19,-15,-19,-7,-1,-7,-11,-19,-15,-31,-3,-19,-10,-11,0,-8,-9,-18,-16,-9,2,0,-10,-3,-21,-12,-14,-10,-21,-7
2020-03-23,-10,-6,-11,-10,-7,-18,-4,-24,-9,-32,-12,-6,-15,1,-21,3,-2,4,-3,-5,-9,-15,-12,12,-11,0,2,-5,-4,-16,-10,-34,12,-37,-5,-6,-1,-4,-11,-25,-17,-7,6,-2,-4,-2,-23,-10,-9,-5,-4,3
2020-03-24,-12,-5,-12,-9,-9,-18,-8,-16,-22,-24,-12,-6,-22,0,-17,-2,-5,-7,-11,-14,-17,-17,-21,-29,-14,-4,-14,-6,-8,-14,-16,-18,-7,-18,-4,-9,-26,2,-19,-19,-14,-9,4,-10,-1,-4,-21,-7,-13,-11,-16,0
2020-03-25,-15,-4,-15,-11,-5,-19,-8,-19,-29,-31,-13,-8,-30,7,-13,-20,-3,-4,-5,-13,-10,-25,-25,-22,-8,-5,-6,-9,-5,-15,-9,-27,-12,-23,-1,-9,-18,4,-17,-23,-19,-5,-3,-6,-13,-5,-11,-17,-16,-25,-25,-6
2020-03-26,-14,-3,-13,-12,-4,-18,-24,-14,-18,-25,-14,-8,-32,-10,-15,-18,-10,-14,-6,-12,-10,-16,-17,-25,-5,-6,-10,2,-10,-16,-2,-19,-15,-18,-7,-7,-15,-3,-17,-18,-11,-6,-4,-6,-14,-5,-31,-9,-21,-18,-24,-7
2020-03-27,-16,-2,-15,-14,-7,-17,-26,-16,-22,-27,-17,-9,-32,-14,-14,-20,-5,-13,-9,-13,-16,-19,-19,-26,-8,-9,-13,8,-6,-17,-6,-21,-13,-20,-6,-7,-20,-10,-21,-20,-14,-6,-1,-9,-15,-4,-31,-13,-22,-23,-23,-8
2020-03-28,-19,-2,-15,-15,-14,-20,-28,-20,-32,-30,-23,-10,-36,-17,-17,-21,-8,-12,-6,-16,-17,-26,-23,-29,-38,-9,-12,-25,-13,-19,-22,-32,-18,-28,-10,-9,-21,-6,-24,-33,-16,-4,-11,-7,-19,-16,-36,-14,-26,-17,-26,-12
2020-03-29,-22,-13,-27,-17,-7,-24,-27,-32,-28,-30,-26,-17,-36,-18,-24,-25,-10,-14,-11,-16,-22,-25,-36,-28,-35,-7,-12,-25,-9,-23,-35,-33,-18,-32,-15,-13,-19,-12,-25,-27,-30,-11,-3,-9,-23,-14,-42,-16,-26,-16,-30,-13
2020-03-30,-18,-10,-17,-9,-11,-20,-23,-19,-23,-26,-22,-10,-31,-14,-15,-17,-4,-19,-10,-17,-23,-3,-25,-24,-21,-6,-11,-19,-8,-16,-21,-25,-12,-26,-10,-12,-18,-18,-22,-23,-22,-8,-2,-10,-21,-10,-33,-8,-23,-15,-21,-5
2020-03-31,-16,-11,-15,-10,-6,-18,-17,-18,-23,-32,-20,-11,-31,-12,-15,-17,-3,-12,-11,-8,-11,-29,-20,-22,-17,-3,-5,-18,-7,-12,-13,-24,-8,-24,-17,-10,-16,-5,-15,-22,-19,-6,-2,-11,-13,-8,-28,-17,-18,-15,-20,-5
2020-04-01,-11,5,-8,-15,2,-14,-17,-11,-17,-26,-11,1,-30,-8,-7,-12,4,-5,-1,-3,1,-22,-16,-17,-15,11,0,-18,2,-7,-12,-21,-5,-18,-13,-8,-9,6,-11,-16,-12,-3,4,-1,-8,-7,-22,-12,-12,-10,-15,-6
2020-04-02,-11,3,-14,-16,2,-15,-23,-12,-17,-30,-11,11,-27,-10,-8,-9,-5,-12,-3,-6,-27,-21,-17,-16,-18,12,-4,-15,-9,-12,-16,-15,-6,-20,-11,-24,-7,-1,-12,-18,-14,-4,-18,0,-14,-9,-30,-12,-16,-10,-16,-17
2020-04-03,-12,12,-14,-13,3,-12,-20,-12,-19,-26,-19,0,-23,-9,-7,-9,-2,-14,2,-3,-22,-19,-22,-18,-22,7,-4,-9,-7,-12,-16,0,-2,-22,-5,-12,-8,-9,-12,-18,-16,-1,-5,-2,-13,-5,-29,-12,-15,-10,-17,-3
2020-04-04,-15,8,-14,-16,-4,-18,-21,-15,-25,-27,-25,-18,-29,-13,-10,-13,4,-13,1,-12,-24,-22,-19,-26,-15,-13,-1,-13,-5,-16,-21,-2,-12,-21,-11,-8,-9,-10,-18,-22,-16,-5,-2,-6,-23,-18,-33,-14,-19,-7,-14,-7
2020-04-05,-20,-18,-17,-19,-3,-27,-21,-26,-27,-33,-33,-22,-26,-14,-16,-17,1,-18,-5,-10,-23,-25,-27,-24,-18,-14,-6,-17,-8,-22,-26,-11,-11,-28,-14,-15,-18,-8,-18,-24,-25,-11,-3,-9,-23,-13,-34,-18,-21,-8,-18,-11
2020-04-06,-16,-10,-15,-18,-6,-23,-18,-16,-22,-33,-25,-15,-26,-9,-14,-13,-2,-14,-4,-13,-17,-22,-19,-22,-18,-8,-13,-11,-6,-18,-16,-2,-7,-21,-10,-11,-11,-8,-15,-19,-17,-5,-2,-9,-19,-11,-26,-15,-16,-8,-18,-5
2020-04-07,-14,-11,-16,-15,-6,-23,-17,-16,-21,-34,-23,-14,-27,-6,-10,-9,-1,-12,-3,-9,-18,-21,-21,-23,-13,-10,-10,-11,-5,-17,-14,-5,-7,-11,-9,-8,-14,-5,-11,-20,-17,-3,2,-7,-16,-9,-25,-12,-15,-10,-15,-5
2020-04-08,-15,-9,-14,-16,-2,-22,-17,-17,-19,-31,-23,-14,-30,-6,-13,-11,-1,-6,-3,-9,-15,-20,-22,-17,-14,-6,-6,-9,-3,-16,-16,-7,-10,-12,-10,-12,-9,0,-10,-18,-19,-12,-6,-5,-15,-8,-29,-13,-12,-13,-18,-4
2020-04-09,-13,-4,-12,-14,0,-24,-16,-17,-19,-36,-21,-10,-27,-4,-8,-9,-6,-11,-3,-3,-22,-21,-25,-18,-14,-4,-6,-6,-7,-17,-21,-8,-7,-15,-5,-8,-9,-2,-8,-19,-22,-8,-5,-4,-15,-7,-30,-12,-11,-11,-14,-5
2020-04-10,-13,-4,-10,-13,2,-19,-15,-10,-21,-34,-20,-9,-29,-3,-3,-10,5,-9,-4,-6,-22,-21,-16,-21,-7,-5,-5,-3,1,-16,-12,-8,-5,-13,-6,-5,-10,-2,-10,-20,-10,-5,9,-5,-13,-2,-30,-14,-11,-17,-12,1
2020-04-11,-7,3,-4,-14,1,-14,-11,-9,-16,-28,-20,-5,-29,0,-1,-2,7,-3,3,-2,-2,-14,-12,-15,-2,1,1,-11,4,-13,-7,-3,-10,-4,-5,1,-2,-1,-7,-12,-4,-2,1,2,-14,-4,-23,-9,-10,-5,-2,-2
